product_name,actual_price,predicted_clienta_category,predicted_clientb_department,predicted_clientb_price_tier
"FABWARE Lint Remover for Clothes - Sticky Lint Roller for Clothes, Furniture, Wool, Coat, Car Seats, Carpet, Fabric, Dust Cleaner, Pet Hair Remover with 1 Handle & 1 Refill Total 60 Sheets & 1 Cover",499.0,Home > Appliances > Heaters,Electronics,Value
Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,499.0,Electronics > Accessories > Cables,Electronics,Value
"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",499.0,Home > Appliances > Heaters,Home & Kitchen,Value
"KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor",499.0,Home > Accessories > Heaters,Home & Kitchen,Value
"ZEBRONICS Zeb-100HB 4 Ports USB Hub for Laptop, PC Computers, Plug & Play, Backward Compatible - Black",499.0,Electronics > Accessories > Cables,Electronics,Value
Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,499.0,Home > Appliances > Heaters,Electronics,Value
Tata Sky Digital TV HD Setup Box Remote,499.0,Home > Accessories > Heaters,Electronics,Value
"Oratech Coffee Frother electric, milk frother electric, coffee beater, cappuccino maker, Coffee Foamer, Mocktail Mixer, Coffee Foam Maker, coffee whisker electric, Froth Maker, coffee stirrers electric, coffee frothers, Coffee Blender, (6 Month Warranty) (Multicolour)",499.0,Home > Accessories > Heaters,Home & Kitchen,Value
"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",499.0,Home > Appliances > Heaters,Home & Kitchen,Value
"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",499.0,Electronics > Accessories > Cables,Electronics,Value
Amazon Basics 2 Amp USB Wall Charger & Micro USB Cable (White),499.0,Electronics > Accessories > Charging Cable,Electronics,Value
"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",499.0,Mobile > Accessories > Cable,Electronics,Value
IKEA Frother for Milk,499.0,Home > Accessories > Heaters,Home & Kitchen,Value
Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),499.0,Electronics > Accessories > Cables,Electronics,Value
Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),499.0,Home > Accessories > Heaters,Electronics,Value
"Skadioo WiFi Adapter for pc | Car Accessories, WiFi Dongle for pc | USB WiFi Adapter for pc | Wi-Fi Receiver 2.4GHz, 802.11b/g/n UNano Size WiFi Dongle Compatible Adapter,WiFi dongle for pc",499.0,Mobile > Accessories > Charger,Electronics,Value
Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,499.0,Electronics > Accessories > Cables,Electronics,Value
Tata Sky Universal Remote,499.0,Home > Accessories > Heaters,Home & Kitchen,Value
Airtel DigitalTV HD Setup Box Remote,499.0,Home > Accessories > Heaters,Electronics,Value
"Kitchen Mart Stainless Steel South Indian Filter Coffee Drip Maker, Madras Kappi, Drip Decotion Maker160ml (2 Cup)",499.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",499.0,Mobile > Accessories > Cable,Electronics,Value
Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine (10 Kg - with Back Light),499.0,Home > Accessories > Heaters,Electronics,Value
"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",499.0,Electronics > Accessories > Cables,Electronics,Value
Kuber Industries Round Non Woven Fabric Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles| Capicity 45 Ltr (Grey & Black)-KUBMART11446,499.0,Home > Appliances > Heaters,Home & Kitchen,Value
Gizga Essentials Laptop Power Cable Cord- 3 Pin Adapter Isi Certified(1 Meter/3.3 Feet),499.0,Electronics > Accessories > Cables,Electronics,Value
"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",499.0,Mobile > Accessories > Cable,Electronics,Value
"FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wires for Modem, Router",499.0,Electronics > Accessories > Cables,Electronics,Value
"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",499.0,Mobile > Accessories > Cable,Electronics,Value
"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",499.0,Mobile > Accessories > Cable,Electronics,Value
"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",499.0,Home > Accessories > Heaters,Electronics,Value
"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",499.0,Mobile > Accessories > Cable,Electronics,Value
"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",499.0,Electronics > Accessories > Cables,Electronics,Value
"Portronics Toad 23 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, Optical Orientation, Click Wheel, Adjustable DPI(Black)",599.0,Computing > Accessories > Mouse,Electronics,Value
"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",599.0,Electronics > Accessories > Cables,Electronics,Value
"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",599.0,Mobile > Accessories > Cable,Electronics,Value
"Gizga Essentials Cable Organiser, Cord Management System for PC, TV, Home Theater, Speaker & Cables, Reusable Cable Organizer for Desk, WFH Accessories, Organizer Tape Roll, Reusable Cable Ties Strap",599.0,Electronics > Accessories > Cables,Electronics,Value
"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",599.0,Electronics > Accessories > Cables,Electronics,Value
"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",599.0,Electronics > Accessories > Cables,Electronics,Value
Ionix Jewellery Scale | Weight Scale | Digital Weight Machine | weight machine for gold | Electronic weighing machines for Jewellery 0.01G to 200G Small Weight Machine for Shop - Silver,599.0,Home > Accessories > Heaters,Home & Kitchen,Value
OFIXO Multi-Purpose Laptop Table/Study Table/Bed Table/Foldable and Portable Wooden/Writing Desk (Wooden),599.0,Home > Accessories > Case,Electronics,Value
Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),599.0,Electronics > Accessories > Cables,Electronics,Value
"Bulfyss Plastic Sticky Lint Roller Hair Remover Cleaner Set of 5 Rolls 150 Sheets, 30 Sheets Each roll Lint Roller Remover for Clothes, Furniture, Carpet, Dog Fur, Sweater, Dust & Dirt",599.0,Home > Appliances > Heaters,Home & Kitchen,Value
7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,599.0,Home > Appliances > Heaters,Electronics,Value
LACOPINE Mini Pocket Size Lint Roller (White),599.0,Home > Appliances > Heaters,Home & Kitchen,Value
Tata Sky Universal Remote Compatible for SD/HD,599.0,Electronics > Accessories > Cables,Electronics,Value
IONIX Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water | Tap filter Multilayer | Clean Purifier Filter Cartridge Five Layer Water Filter-Pack of 1,599.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",599.0,Home > Appliances > Heaters,Electronics,Value
POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,599.0,Mobile > Accessories > Cable,Electronics,Value
7SEVEN® Compatible Lg Smart Tv Remote Suitable for Any LG LED OLED LCD UHD Plasma Android Television and AKB75095303 replacement of Original Lg Tv Remote Control,599.0,Electronics > Accessories > Cables,Electronics,Value
"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",599.0,Computing > Accessories > Keyboard,Computing,Value
"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",599.0,Electronics > Accessories > Cables,Electronics,Value
"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",599.0,Electronics > Accessories > Cables,Electronics,Value
"TVARA LCD Writing Tablet 8.5 Inch E-Note Pad LCD Writing Tablet, Kids Drawing Pad 8.5 Inch Doodle Board, Toddler Boy and Girl Learning Gift for 3 4 5 6 Years Old, Black",600.0,Home > Accessories > Heaters,Electronics,Value
Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),600.0,Home > Accessories > Heaters,Electronics,Value
"Amazon Basics HDMI Coupler,Black",600.0,Electronics > Accessories > Cables,Electronics,Value
Parker Classic Gold Gold Trim Ball Pen,600.0,Stationery > Accessories > Cables,Electronics,Value
HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,600.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Tata Swach Bulb 6000-Litre Cartridge, 1 Piece, White, Hollow Fiber Membrane",699.0,Home > Appliances > Heaters,Home & Kitchen,Value
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",699.0,Mobile > Accessories > Cable,Electronics,Value
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",699.0,Mobile > Accessories > Cable,Electronics,Value
INKULTURE Stainless_Steel Measuring Cups & Spoon Combo for Dry or Liquid/Kitchen Gadgets for Cooking & Baking Cakes/Measuring Cup Set Combo with Handles (Set of 4 Cups & 4 Spoons),699.0,Home > Accessories > Heaters,Home & Kitchen,Value
"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)",699.0,Mobile > Accessories > Cable,Electronics,Value
"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",699.0,Mobile > Accessories > Cable,Electronics,Value
IONIX Tap filter Multilayer | Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cartridge Five Layer Water Filter-Pack of 1,699.0,Home > Appliances > Heaters,Home & Kitchen,Value
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),699.0,Electronics > Accessories > Cables,Electronics,Value
Themisto 350 Watts Egg Boiler-Blue,699.0,Home > Appliances > Heaters,Home & Kitchen,Value
Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,699.0,Electronics > Accessories > Mouse,Electronics,Value
"Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB Mobile Charging Cable, 1.2M, Tangle Resistant, Fast Data Sync(Grey)",699.0,Mobile > Accessories > Cable,Electronics,Value
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),699.0,Electronics > Accessories > Cables,Electronics,Value
"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",699.0,Home > Kitchen > Mixer,Home & Kitchen,Value
Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),699.0,Home > Appliances > Heaters,Electronics,Value
Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,699.0,Electronics > Accessories > Cables,Electronics,Value
"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",699.0,Electronics > Accessories > Cables,Electronics,Value
SKE Bed Study Table Portable Wood Multifunction Laptop-Table Lapdesk for Children Bed Foldabe Table Work with Tablet Slot & Cup Holder Brown Black,699.0,Home > Accessories > Heaters,Electronics,Value
7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,699.0,Electronics > Accessories > Cables,Electronics,Value
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Mercurial Black)",699.0,Mobile > Accessories > Cable,Electronics,Value
"Anjaney Enterprise Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip (Black)",699.0,Electronics > Accessories > Cables,Electronics,Value
Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,699.0,Electronics > Accessories > Cables,Electronics,Value
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",699.0,Mobile > Accessories > Cable,Electronics,Value
Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),699.0,Electronics > Accessories > Cables,Electronics,Value
AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,700.0,Electronics > Accessories > Cables,Electronics,Value
"HP M270 Backlit USB Wired Gaming Mouse with 6 Buttons, 4-Speed Customizable 2400 DPI, Ergonomic Design, Breathing LED Lighting, Metal Scroll Wheel, Lightweighted / 3 Years Warranty (7ZZ87AA), Black",700.0,Computing > Accessories > Mouse,Electronics,Value
"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",700.0,Mobile > Accessories > Cable,Electronics,Value
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",700.0,Electronics > Accessories > Cables,Electronics,Value
"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",700.0,Mobile > Accessories > Cable,Electronics,Value
"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",700.0,Mobile > Accessories > Cable,Electronics,Value
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",700.0,Electronics > Accessories > Cables,Electronics,Value
"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",799.0,Computing > Accessories > Mouse,Computing,Value
Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),799.0,Electronics > Accessories > Cables,Electronics,Value
"PrettyKrafts Laundry Square Shape Basket Bag/Foldable/Multipurpose/Carry Handles/Slanting Lid for Home, Cloth Storage,(Single) Jute Grey",799.0,Home > Cleaning > Heaters,Electronics,Value
Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,799.0,Electronics > Accessories > Cables,Electronics,Value
"Larrito wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Babies, humidifiers for home, air humidifier for room (WOODEN HUMIDIFIRE-A)",799.0,Home > Appliances > Heaters,Electronics,Value
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),799.0,Mobile > Accessories > Cable,Electronics,Value
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),799.0,Mobile > Accessories > Cable,Electronics,Value
7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,799.0,Electronics > Accessories > Cables,Electronics,Value
Wolpin 1 Lint Roller with 60 Sheets Remove Clothes Lint Dog Hair Dust (19 x 13 cm) Orange,799.0,Home > Appliances > Heaters,Electronics,Value
"ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX, USB and Volume Control (Black)",799.0,Electronics > Accessories > Cables,Electronics,Value
7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,799.0,Home > Accessories > Heaters,Electronics,Value
"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",799.0,Mobile > Accessories > Cable,Electronics,Value
"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Compatible for Mi Tv Remote Control ] [ Compatible for Mi Smart LED Tv Remote Control ]",799.0,Electronics > Accessories > Cables,Electronics,Value
"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",799.0,Electronics > Accessories > Cables,Electronics,Value
"Portable Lint Remover Pet Fur Remover Clothes Fuzz Remover Pet Hairball Quick Epilator Shaver Removing Dust Pet Hair from Clothing Furniture Perfect for Clothing,Furniture,Couch,Carpet (Standard)",799.0,Home > Appliances > Heaters,Home & Kitchen,Value
"Airtel DigitalTV DTH Television, Setup Box Remote Compatible for SD and HD Recording (Black)",799.0,Electronics > Accessories > Cables,Electronics,Value
Syska SDI-07 1000 W Stellar with Golden American Heritage Soleplate Dry Iron (Blue),799.0,Home > Appliances > Heaters,Home & Kitchen,Value
"PrettyKrafts Laundry Bag / Basket for Dirty Clothes, Folding Round Laundry Bag,Set of 2, Black Wave",799.0,Home > Accessories > Heaters,Electronics,Value
"CARECASE® Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD",799.0,Home > Accessories > Heaters,Electronics,Value
boAt Rugged V3 Braided Micro USB Cable (Pearl White),799.0,Mobile > Accessories > Cable,Electronics,Value
"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black",800.0,Electronics > Accessories > Charger,Electronics,Value
"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows, Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black",800.0,Electronics > Accessories > Charger,Electronics,Value
"PTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Type-C USB Devices for Charging Adapter (Black)",800.0,Electronics > Accessories > Charging Cable,Electronics,Value
"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",800.0,Electronics > Accessories > Cables,Electronics,Value
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,800.0,Home > Appliances > Heaters,Home & Kitchen,Value
"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",800.0,Electronics > Accessories > Charging Cable,Electronics,Value
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",899.0,Mobile > Accessories > Charging Cable,Electronics,Value
"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)",899.0,Home > Appliances > Heaters,Electronics,Value
Orpat HHB-100E WOB 250-Watt Hand Blender (White),899.0,Home > Appliances > Heaters,Home & Kitchen,Value
"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",899.0,Electronics > Accessories > Mouse,Electronics,Value
Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),899.0,Electronics > Accessories > Cables,Electronics,Value
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",899.0,Mobile > Accessories > Charging Cable,Electronics,Value
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",899.0,Mobile > Accessories > Charging Cable,Electronics,Value
"Portronics Konnect Spydr 31 3-in-1 Multi Functional Cable with 3.0A Output, Tangle Resistant, 1.2M Length, Nylon Braided(Zebra)",899.0,Home > Accessories > Cables,Electronics,Value
AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,899.0,Electronics > Accessories > Cables,Electronics,Value
"Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Green",899.0,Home > Cleaning > Heaters,Electronics,Value
7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),899.0,Electronics > Accessories > Cables,Electronics,Value
"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)",899.0,Mobile > Accessories > Cable,Electronics,Value
Isoelite Remote Compatible for Samsung LED/LCD Remote Control Works with All Samsung LED/LCD TV Model No :- BN59-607A (Please Match The Image with Your Old Remote),899.0,Home > Appliances > Heaters,Electronics,Value
"PrettyKrafts Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, (Pack of 1), Mushroom Print",899.0,Home > Cleaning > Case,Electronics,Value
LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),999.0,Home > Appliances > Heaters,Electronics,Value
"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A Fast Charging & 480Mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Radiant Red)",999.0,Mobile > Accessories > Cable,Electronics,Value
"Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Curtains (Pack of 1)",999.0,Home > Accessories > Heaters,Electronics,Value
"Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)",999.0,Electronics > Accessories > Charging Cable,Electronics,Value
CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable Supported for All C Type Devices (Cable),999.0,Electronics > Accessories > Cable,Electronics,Value
"StyleHouse Lint Remover for Woolen Clothes, Electric Lint Remover, Best Lint Shaver for Clothes",999.0,Home > Kitchen > Heaters,Home & Kitchen,Value
"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",999.0,Electronics > Accessories > Cables,Electronics,Value
"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",999.0,Electronics > Accessories > Cables,Electronics,Value
"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
VAPJA® Portable Mini Juicer Cup Blender USB Rechargeable with 4 Blades for Shakes and Smoothies Fruits Vegetables Juice Maker Grinder Mixer Strong Cutting Bottle Sports Travel Outdoors Gym (BOTTLE),999.0,Home > Kitchen > Heaters,Home & Kitchen,Value
MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,999.0,Home > Accessories > Heaters,Electronics,Value
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",999.0,Electronics > Accessories > Charging Cable,Electronics,Value
"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",999.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",999.0,Home > Accessories > Heaters,Electronics,Value
"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",999.0,Electronics > Accessories > Cables,Electronics,Value
"SAIELLIN Electric Lint Remover for Clothes Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades, Clothes and Furniture Lint Roller for Fabrics Portable Lint Shavers (White Orange)",999.0,Home > Kitchen > Mixer,Home & Kitchen,Value
"Lapster Caddy for ssd and HDD, Optical Bay 2nd Hard Drive Caddy, Caddy 9.5mm for Laptop",999.0,Home > Accessories > Heaters,Electronics,Value
Portronics CLAMP X Car-Vent Mobile Holder 360 Degree Rotational(Black),999.0,Home > Appliances > Heaters,Electronics,Value
"Lint Remover For Clothes With 1 Year Warranty Fabric Shaver Lint Shaver for Woolen Clothes Blanket Jackets Stainless Steel Blades,Bedding, Clothes and Furniture Best Remover for Fabrics Portable Lint Shavers (White Orange)",999.0,Home > Kitchen > Case,Home & Kitchen,Value
"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue)",999.0,Electronics > Accessories > Cables,Electronics,Value
"Nirdambhay Mini Bag Sealer, 2 in 1 Heat Sealer and Cutter Handheld Sealing Machine Portable Bag Resealer Sealer for Plastic Bags Food Storage Snack Fresh Bag Sealer (Including 2 AA Battery)",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
"KNYUC MART Mini Electric Handy Room Heater Compact Plug-in, The Wall Outlet 400 Watts, Handy Air Warmer Blower Adjustable Timer Digital Display",999.0,Home > Appliances > Heaters,Home & Kitchen,Value
